ID,Name,Filename,Prompt
"lemon_rice","Lemon Rice","lemon_rice.png","Bright South Indian Lemon Rice, tangy yellow turmeric rice with mustard seeds, curry leaves, peanuts and fresh lemon, served in a traditional ceramic bowl, professional food photography, vibrant colors."
"curd_rice","Curd Rice","curd_rice.png","Comforting South Indian Curd Rice, creamy yogurt rice tempered with mustard seeds, curry leaves, pomegranate garnish and green chili, served in a clay bowl, professional food photography."
"roti_wheat","Roti / Chapati (Wheat)","roti_wheat.png","Professional food photography of Roti / Chapati (Wheat), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"naan","Naan (Tandoor)","naan.png","Professional food photography of Naan (Tandoor), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"butter_naan","Butter Naan","butter_naan.png","Soft pillowy Butter Naan fresh from tandoor oven, golden blistered surface brushed with glistening melted butter and chopped fresh cilantro, served on a black slate board, professional food photography."
"paratha_plain","Plain Paratha","paratha_plain.png","Professional food photography of Plain Paratha, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"bhakri","Bhakri (Jowar/Bajra)","bhakri.png","Professional food photography of Bhakri (Jowar/Bajra), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"dal_tadka","Dal Tadka (Toor)","dal_tadka.png","Professional food photography of Dal Tadka (Toor), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"rajma","Rajma (Kidney Beans Curry)","rajma.png","Punjabi Rajma, red kidney beans in thick aromatic tomato-onion gravy with whole spices, garnished with cream and cilantro, served with rice, professional food photography, warm tones."
"chole","Chole / Chana Masala","chole.png","Professional food photography of Chole / Chana Masala, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_butter_masala","Paneer Butter Masala","paneer_butter_masala.png","Professional food photography of Paneer Butter Masala, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"palak_paneer","Palak Paneer","palak_paneer.png","Vibrant Palak Paneer, soft white cottage cheese cubes in velvety smooth bright green spinach gravy, garnished with cream swirl and tadka, served in a copper bowl, professional food photography."
"dal_makhani","Dal Makhani","dal_makhani.png","Creamy black Dal Makhani, slow-cooked black lentils and kidney beans in rich buttery tomato gravy, garnished with a swirl of cream and fresh cilantro, served in a black bowl, professional food photography."
"chicken_curry","Chicken Curry","chicken_curry.png","Authentic Indian Chicken Curry, bone-in chicken pieces in a golden-red spiced onion-tomato gravy, garnished with fresh cilantro, served in a clay pot, professional food photography."
"butter_chicken","Butter Chicken","butter_chicken.png","Professional food photography of Butter Chicken, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"egg_curry","Egg Curry","egg_curry.png","Comforting Indian Egg Curry, hard-boiled eggs halved in a rich reddish-brown spiced tomato onion gravy, garnished with cilantro, served in a bowl with rice, professional food photography."
"fish_curry","Fish Curry","fish_curry.png","Kerala style Fish Curry, fish pieces cooked in a tangy bright orange coconut milk and Kodampuli gravy in a clay pot, served with coconut rice, professional food photography, vibrant."
"sambar","Sambar","sambar.png","Rich South Indian Sambar, aromatic lentil and vegetable tamarind stew with drumstick, eggplant and pearl onions, deep reddish-brown color, steaming hot in a brass bowl, professional food photography."
"rasam","Rasam","rasam.png","Professional food photography of Rasam, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"kadhi","Kadhi (Pakora)","kadhi.png","Professional food photography of Kadhi (Pakora), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mutton_curry","Mutton Curry","mutton_curry.png","Rich Indian Mutton Curry, tender bone-in mutton pieces slow-cooked in a thick dark brown aromatic gravy, garnished with fried onions and cilantro, served in a copper vessel, professional food photography."
"shahi_paneer","Shahi Paneer","shahi_paneer.png","Regal Shahi Paneer, paneer in a royal cashew and cream based white-golden gravy with saffron, garnished with rose petals and silver leaf, served in a silver bowl, professional food photography, premium aesthetic."
"aloo_gobi","Aloo Gobi","aloo_gobi.png","Professional food photography of Aloo Gobi, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"bhindi_fry","Bhindi Fry (Okra)","bhindi_fry.png","Professional food photography of Bhindi Fry (Okra), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"palak_sabzi","Palak / Spinach Sabzi","palak_sabzi.png","Professional food photography of Palak / Spinach Sabzi, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"baingan_bharta","Baingan Bharta","baingan_bharta.png","Professional food photography of Baingan Bharta, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mixed_veg_curry","Mixed Veg Curry","mixed_veg_curry.png","Professional food photography of Mixed Veg Curry, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"matar_paneer","Matar Paneer","matar_paneer.png","Professional food photography of Matar Paneer, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"lauki_sabzi","Lauki / Bottle Gourd Sabzi","lauki_sabzi.png","Professional food photography of Lauki / Bottle Gourd Sabzi, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"tinda_sabzi","Tinda Sabzi","tinda_sabzi.png","Professional food photography of Tinda Sabzi, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"whole_egg_boiled","Whole Egg (Boiled)","whole_egg_boiled.png","Professional food photography of Whole Egg (Boiled), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"egg_white_boiled","Egg White (Boiled)","egg_white_boiled.png","Professional food photography of Egg White (Boiled), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"egg_bhurji","Egg Bhurji (Scrambled)","egg_bhurji.png","Spicy Indian Egg Bhurji (Anda Bhurji), scrambled eggs cooked with onions, tomatoes, green chilies and Indian spices, served in a pan with toasted bread on side, professional food photography."
"omelette","Omelette (2 Eggs)","omelette.png","A fluffy French-style Omelette, perfectly golden folded egg omelette with herbs visible inside, served on a white plate with a garnish, professional food photography."
"grilled_chicken_breast","Grilled Chicken Breast","grilled_chicken_breast.png","Professional food photography of Grilled Chicken Breast, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"tandoori_chicken","Tandoori Chicken","tandoori_chicken.png","Professional food photography of Tandoori Chicken, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chicken_tikka","Chicken Tikka","chicken_tikka.png","Professional food photography of Chicken Tikka, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"fish_fry","Fish Fry","fish_fry.png","Crispy South Indian Fish Fry, masala-marinated fish fillets fried till golden-brown and crispy, served with sliced onions and lemon on a banana leaf, professional food photography."
"keema_mutton","Keema (Mutton Mince)","keema_mutton.png","Professional food photography of Keema (Mutton Mince), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_raw","Paneer (Raw/Fresh)","paneer_raw.png","Professional food photography of Paneer (Raw/Fresh), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_tikka","Paneer Tikka","paneer_tikka.png","Professional food photography of Paneer Tikka, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"milk_whole","Milk (Full Cream)","milk_whole.png","Professional food photography of Milk (Full Cream), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"milk_toned","Milk (Toned)","milk_toned.png","Professional food photography of Milk (Toned), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"curd","Curd / Dahi (Full Fat)","curd.png","Professional food photography of Curd / Dahi (Full Fat), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"lassi_sweet","Lassi (Sweet)","lassi_sweet.png","Professional food photography of Lassi (Sweet), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"buttermilk","Chaas / Buttermilk","buttermilk.png","Indian Spiced Buttermilk (Chaas / Majjiga), a glass of thin light-blue yogurt drink tempered with cumin powder, green chilies and fresh curry leaves, professional food photography, refreshing aesthetic."
"ghee","Ghee (Clarified Butter)","ghee.png","Professional food photography of Ghee (Clarified Butter), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"banana","Banana","banana.png","A bunch of ripe yellow Bananas on a white surface, perfect curved shape with slightly brown speckles indicating perfect ripeness, professional food photography, clean lighting."
"apple","Apple","apple.png","A glossy fresh Red Apple resting on a white surface, vibrant ruby red color with a natural green stem, a single drop of water on the skin, ultra realistic food photography."
"mango","Mango","mango.png","A ripe golden Alphonso Mango, cut open in a hedgehog style showing bright orange flesh, skin still on, placed on a wooden board, professional food photography, tropical aesthetic."
"papaya","Papaya","papaya.png","A ripe Papaya cut in half showing its vibrant orange flesh and black seeds, tropical, placed on a wooden surface, professional food photography, bright natural light."
"watermelon","Watermelon","watermelon.png","Fresh Watermelon slice, bright red juicy flesh with black seeds and a white and green rind, summer fruit on a white surface, professional food photography, vibrant."
"guava","Guava","guava.png","Fresh Guava, a white-green guava cut in half showing the pink inside with seeds, tropical fruit on a wooden board, professional food photography."
"samosa","Samosa (Aloo)","samosa.png","Classic Indian Samosa, crispy golden-brown triangular pastry with spiced potato and pea filling, served on a newspaper with mint chutney and tamarind chutney, professional food photography."
"vada_pav","Vada Pav","vada_pav.png","Mumbai street food Vada Pav, a spiced potato fritter inside a soft crusty pav bun with green chutney, red dry garlic chutney and fried green chili, professional food photography."
"pakora","Pakora / Bhajji","pakora.png","Crispy Indian Pakoras, golden-fried fritters made of mixed vegetables or onion coated in spiced chickpea batter, served in a basket lined with newspaper, professional food photography."
"dry_fruits_mix","Mixed Dry Fruits","dry_fruits_mix.png","Professional food photography of Mixed Dry Fruits, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chai","Chai (Milk Tea)","chai.png","Professional food photography of Chai (Milk Tea), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"black_tea","Black Tea (No Sugar)","black_tea.png","A clear glass of Plain Black Tea, deep amber-golden color, no milk, served with a lemon slice on the rim, minimal and elegant, professional beverage photography."
"filter_coffee","Filter Coffee","filter_coffee.png","Professional food photography of Filter Coffee, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"black_coffee","Black Coffee","black_coffee.png","A bold cup of Black Coffee (Americano), deep dark rich espresso with a thin crema layer in a ceramic cup, dark moody background, professional beverage photography, dramatic lighting."
"nimbu_pani","Nimbu Pani / Lemonade","nimbu_pani.png","Professional food photography of Nimbu Pani / Lemonade, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"coconut_water","Coconut Water","coconut_water.png","Fresh Tender Coconut Water served directly in a green coconut with a straw and a spoon for the malai, tropical and refreshing, professional food photography, beach vibes."
"oats_cooked","Oatmeal (Cooked)","oats_cooked.png","Professional food photography of Oatmeal (Cooked), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"peanut_butter","Peanut Butter","peanut_butter.png","A jar of creamy Peanut Butter with a spoonful showing the thick smooth texture, with whole peanuts around it on a wooden surface, professional food photography."
"almonds","Almonds (Raw)","almonds.png","A handful of whole raw Almonds scattered on a white marble surface, close-up showing the brown skin and natural texture, clean minimalist food photography."
"whey_protein","Whey Protein Shake","whey_protein.png","A shaker bottle of Whey Protein shake, a thick creamy chocolate shake in a clear branded shaker cup with powder scoop on a gym bench, professional product photography, fitness aesthetic."
"greek_yogurt","Greek Yogurt","greek_yogurt.png","Professional food photography of Greek Yogurt, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"brown_bread","Brown Bread","brown_bread.png","Professional food photography of Brown Bread, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"white_bread","White Bread","white_bread.png","Professional food photography of White Bread, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chicken_salad","Chicken Salad","chicken_salad.png","Professional food photography of Chicken Salad, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"potato_boiled","Boiled Potato","potato_boiled.png","Professional food photography of Boiled Potato, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"sweet_potato","Sweet Potato (Boiled)","sweet_potato.png","A roasted Sweet Potato, sliced open to show the vibrant orange soft interior with caramelized edges, served on parchment paper, professional food photography."
"avocado","Avocado","avocado.png","Professional food photography of Avocado, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"quinoa","Quinoa (Cooked)","quinoa.png","Professional food photography of Quinoa (Cooked), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"muesli","Muesli / Granola","muesli.png","Professional food photography of Muesli / Granola, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"honey","Honey","honey.png","Professional food photography of Honey, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"rice_cakes","Rice Cakes","rice_cakes.png","Professional food photography of Rice Cakes, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"soyabean_chunks","Soya Chunks (Cooked)","soyabean_chunks.png","Professional food photography of Soya Chunks (Cooked), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"tofu","Tofu (Firm)","tofu.png","Professional food photography of Tofu (Firm), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"sprouts_moong","Sprouts (Moong)","sprouts_moong.png","Professional food photography of Sprouts (Moong), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chana_roasted","Roasted Chana","chana_roasted.png","Professional food photography of Roasted Chana, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"peanuts_roasted","Peanuts (Roasted)","peanuts_roasted.png","Professional food photography of Peanuts (Roasted), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"khichdi","Khichdi (Dal Rice)","khichdi.png","Professional food photography of Khichdi (Dal Rice), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"oats_high_protein_mb","MuscleBlaze High Protein Oats (Dark Choco)","oats_high_protein_mb.png","Professional food photography of MuscleBlaze High Protein Oats (Dark Choco), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"whey_concentrate","Whey Protein Concentrate (80%)","whey_concentrate.png","Professional food photography of Whey Protein Concentrate (80%), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"whey_isolate","Whey Protein Isolate (90%)","whey_isolate.png","Professional food photography of Whey Protein Isolate (90%), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"whey_gold_standard","ON Gold Standard Whey Protein","whey_gold_standard.png","Professional food photography of ON Gold Standard Whey Protein, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mcchicken_burger","McChicken Burger (McDonalds)","mcchicken_burger.png","Professional food photography of McChicken Burger (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mcaloo_tikki","McAloo Tikki Burger (McDonalds)","mcaloo_tikki.png","Professional food photography of McAloo Tikki Burger (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"veggie_burger","Veggie Burger (Standard)","veggie_burger.png","Professional food photography of Veggie Burger (Standard), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"french_fries","French Fries (Standard / McD)","french_fries.png","A bucket of perfectly crispy golden French Fries, sea salt crystals visible, tiny steam rising from fresh fries, served with a side of ketchup, high contrast professional food photography, dark background."
"paneer_paratha","Paneer Paratha","paneer_paratha.png","Professional food photography of Paneer Paratha, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"gobi_paratha","Gobi (Cauliflower) Paratha","gobi_paratha.png","Authentic Indian Gobi Paratha, golden-brown stuffed cauliflower flatbread with spiced filling peeking at the edges, served with white butter, pickle and yogurt, professional food photography."
"pasta_white_sauce","White Sauce Pasta (Alfredo)","pasta_white_sauce.png","Creamy Pasta in Alfredo white sauce, linguine or penne coated in a silky cream and parmesan sauce, garnished with black pepper and fresh parsley, served in a white bowl, professional food photography."
"pasta_red_sauce","Red Sauce Pasta (Arrabbiata)","pasta_red_sauce.png","Creamy Pasta in red tomato sauce, penne or fusilli coated in a rich tomato basil sauce, sprinkled with Parmesan cheese and fresh basil, served in a white bowl, professional Italian food photography."
"onion_samosa","Onion Samosa (Irani Samosa)","onion_samosa.png","Professional food photography of Onion Samosa (Irani Samosa), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"veg_puff","Veg Curry Puff","veg_puff.png","Professional food photography of Veg Curry Puff, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"egg_puff","Egg Puff","egg_puff.png","Professional food photography of Egg Puff, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chicken_puff","Chicken Puff","chicken_puff.png","Professional food photography of Chicken Puff, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"murukku","Murukku / Chakli","murukku.png","Traditional South Indian Murukku, spiral-shaped crispy savory snack made from rice flour and urad dal, golden brown, arranged in a bowl, professional food photography, festive Diwali aesthetic."
"biscuit_parleg","Parle-G Glucose Biscuits","biscuit_parleg.png","Professional food photography of Parle-G Glucose Biscuits, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"biscuit_goodday","Butter Cookies (e.g. Good Day)","biscuit_goodday.png","Professional food photography of Butter Cookies (e.g. Good Day), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"biscuit_marie","Marie Gold Biscuits","biscuit_marie.png","Professional food photography of Marie Gold Biscuits, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"coca_cola","Coca Cola / Pepsi (Regular)","coca_cola.png","Professional food photography of Coca Cola / Pepsi (Regular), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"coke_zero","Coke Zero / Diet Coke","coke_zero.png","Professional food photography of Coke Zero / Diet Coke, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"sprite","Sprite (Regular)","sprite.png","Professional food photography of Sprite (Regular), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"fanta","Fanta / Mirinda (Regular)","fanta.png","Professional food photography of Fanta / Mirinda (Regular), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mango_milkshake","Mango Milkshake","mango_milkshake.png","Tropical Mango Milkshake, thick golden-orange blended shake in a tall glass, topped with mango chunks and a mint sprig, vibrant and refreshing, professional beverage photography."
"lassi_salt","Salted Lassi","lassi_salt.png","Professional food photography of Salted Lassi, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"ice_cream_vanilla","Vanilla Ice Cream","ice_cream_vanilla.png","Two scoops of premium Vanilla Ice Cream in a white bowl, perfectly round scoops with a smooth creamy texture, garnished with a vanilla pod and wafer, professional food photography, minimalist aesthetic."
"ice_cream_chocolate","Chocolate Ice Cream","ice_cream_chocolate.png","Rich Chocolate Ice Cream scoops in a dark bowl, glossy dark brown color with chocolate shavings on top, served with a wafer roll, professional food photography, dark moody lighting."
"sugar_white","White Sugar (Table Sugar)","sugar_white.png","Professional food photography of White Sugar (Table Sugar), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"salt_table","Table Salt","salt_table.png","Professional food photography of Table Salt, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_65","Paneer 65 (Fried)","paneer_65.png","Professional food photography of Paneer 65 (Fried), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_stir_fry","Paneer Stir Fry (Low Oil)","paneer_stir_fry.png","Professional food photography of Paneer Stir Fry (Low Oil), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"paneer_pepper_fry","Paneer Pepper Fry","paneer_pepper_fry.png","Professional food photography of Paneer Pepper Fry, authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"maharaja_mac_veg","Veg Maharaja Mac (McDonalds)","maharaja_mac_veg.png","Professional food photography of Veg Maharaja Mac (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"maharaja_mac_chicken","Chicken Maharaja Mac (McDonalds)","maharaja_mac_chicken.png","Professional food photography of Chicken Maharaja Mac (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mcspicy_paneer","McSpicy Paneer Burger (McDonalds)","mcspicy_paneer.png","Professional food photography of McSpicy Paneer Burger (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"mcspicy_chicken","McSpicy Chicken Burger (McDonalds)","mcspicy_chicken.png","Professional food photography of McSpicy Chicken Burger (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"filet_o_fish","Filet-O-Fish (McDonalds)","filet_o_fish.png","Professional food photography of Filet-O-Fish (McDonalds), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"veg_whopper_bk","Veg Whopper (Burger King)","veg_whopper_bk.png","Professional food photography of Veg Whopper (Burger King), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"chicken_whopper_bk","Chicken Whopper (Burger King)","chicken_whopper_bk.png","Professional food photography of Chicken Whopper (Burger King), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
"crispy_veg_bk","Crispy Veg Burger (Burger King)","crispy_veg_bk.png","Professional food photography of Crispy Veg Burger (Burger King), authentic and accurate, gourmet plating on elegant crockery, top-quality restaurant presentation, vivid colors, dark moody background."
